query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	COG_ID
H4075_RS02505	153721.MYP_3118	1.1799999999999998e-230	647.0	COG0534@1|root,COG0534@2|Bacteria,4NDUF@976|Bacteroidetes,47KI3@768503|Cytophagia	976|Bacteroidetes	V	PFAM Multi antimicrobial extrusion protein MatE	-	-	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE	COG0534
H4075_RS17835	700598.Niako_1231	0.0	1427.0	COG4888@1|root,COG4888@2|Bacteria,4NEE8@976|Bacteroidetes,1IP40@117747|Sphingobacteriia	976|Bacteroidetes	S	SPTR ASPIC UnbV domain protein	-	-	-	-	-	-	-	-	-	-	-	-	UnbV_ASPIC,VCBS	COG4888
RHO25_003948	85929.M3D1U9	0.0	1351.0	28KBK@1|root,2QSSK@2759|Eukaryota,38F3U@33154|Opisthokonta,3NU72@4751|Fungi,3QS1P@4890|Ascomycota,1ZXBU@147541|Dothideomycetes,3MJ6B@451867|Dothideomycetidae	4751|Fungi	Z	May act as a negative regulator of salt tolerance	NST1	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006970,GO:0008150,GO:0009628,GO:0009651,GO:0044424,GO:0044464,GO:0050896	-	ko:K14798	-	-	-	-	ko00000,ko03009	-	-	-	NST1	-
OHI65_RS00005	439375.Oant_3557	0.0	1024.0	COG1674@1|root,COG1674@2|Bacteria,1MVPI@1224|Proteobacteria,2TR48@28211|Alphaproteobacteria,1J25N@118882|Brucellaceae	28211|Alphaproteobacteria	D	Ftsk_gamma	ftsK1	-	-	ko:K03466	-	-	-	-	ko00000,ko03036	3.A.12	-	-	FtsK_SpoIIIE,Ftsk_gamma	COG1674
C7K38_RS00005	1123359.AUIQ01000009_gene963	2.55e-202	567.0	COG0006@1|root,COG0006@2|Bacteria,1TQ6R@1239|Firmicutes,4HA5I@91061|Bacilli,4AZRP@81852|Enterococcaceae	91061|Bacilli	E	Creatinase/Prolidase N-terminal domain	pepQ	-	3.4.13.9	ko:K01271	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Creatinase_N,Peptidase_M24	COG0006
RRU01S_RS18905	1220582.RRU01S_25_00170	1.15e-70	213.0	COG4575@1|root,COG4575@2|Bacteria,1NJUG@1224|Proteobacteria,2UN18@28211|Alphaproteobacteria,4BHU6@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	ribosome binding	-	-	-	-	-	-	-	-	-	-	-	-	-	COG4575
RRU01S_RS19420	1220582.RRU01S_25_01210	8.679999999999999e-150	422.0	COG3637@1|root,COG3637@2|Bacteria,1MXV4@1224|Proteobacteria,2UB9V@28211|Alphaproteobacteria,4B74Y@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	OmpA-like transmembrane domain	ropB	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944	-	ko:K16079	-	-	-	-	ko00000,ko02000	1.B.4.2.1	-	-	OMP_b-brl	COG3637
LPC09_RS08050	935837.JAEK01000009_gene3545	1.48e-201	565.0	COG0531@1|root,COG0531@2|Bacteria,1UIWG@1239|Firmicutes,4ISUQ@91061|Bacilli,1ZS6D@1386|Bacillus	91061|Bacilli	E	Spore germination protein	-	-	-	-	-	-	-	-	-	-	-	-	Spore_permease	COG0531
CLAFUR5_08783	64363.EME43895	0.0	1240.0	COG1053@1|root,KOG2403@2759|Eukaryota,39VYV@33154|Opisthokonta,3NXPI@4751|Fungi,3QRNE@4890|Ascomycota,203Z5@147541|Dothideomycetes,3MJ74@451867|Dothideomycetidae	4751|Fungi	C	Flavoprotein (FP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)	-	-	1.3.5.1	ko:K00234	ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016	M00009,M00011,M00148	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_2,Succ_DH_flav_C	COG1053
FPOAC1_004519	101028.EKJ74780	0.0	1207.0	COG0589@1|root,2QRPI@2759|Eukaryota,38FP1@33154|Opisthokonta,3NX2S@4751|Fungi,3QKIX@4890|Ascomycota,214I5@147550|Sordariomycetes,3TCS6@5125|Hypocreales,1FM66@110618|Nectriaceae	4751|Fungi	T	Universal stress protein family	-	GO:0003674,GO:0003824	-	-	-	-	-	-	-	-	-	-	Usp	COG0589
FPOAC1_005434	101028.EKJ77650	5.55e-269	739.0	COG1448@1|root,KOG1412@2759|Eukaryota,39M40@33154|Opisthokonta,3Q5HH@4751|Fungi,3RNI5@4890|Ascomycota,21RV5@147550|Sordariomycetes,3TUN7@5125|Hypocreales,1FSTM@110618|Nectriaceae	4751|Fungi	E	Aminotransferase class I and II	-	-	2.6.1.1	ko:K14454	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00710,ko00950,ko00960,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00710,map00950,map00960,map01100,map01110,map01120,map01130,map01200,map01210,map01230	M00170,M00171	R00355,R00694,R00734,R00896,R02433,R02619,R05052	RC00006	ko00000,ko00001,ko00002,ko01000,ko01007,ko04131,ko04147	-	-	-	Aminotran_1_2	COG1448
FPOAC1_005967	5518.FGSG_03575P0	0.0	1020.0	2A174@1|root,2RY03@2759|Eukaryota,38MIX@33154|Opisthokonta,3P3N9@4751|Fungi,3QVRN@4890|Ascomycota,21NYZ@147550|Sordariomycetes,3TT5P@5125|Hypocreales,1FMF5@110618|Nectriaceae	4751|Fungi	S	TAP-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1,Abhydrolase_4	-
FPOAC1_006576	101028.EKJ79695	7.15e-267	742.0	2CBEF@1|root,2SEYQ@2759|Eukaryota,3AA35@33154|Opisthokonta,3P6MN@4751|Fungi,3QW9P@4890|Ascomycota,21B3J@147550|Sordariomycetes,3TJ0U@5125|Hypocreales,1FR6R@110618|Nectriaceae	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FPOAC1_007065	101028.EKJ68956	8.09e-37	149.0	2CHVX@1|root,2ST5S@2759|Eukaryota,3AQFS@33154|Opisthokonta,3PFUZ@4751|Fungi,3R282@4890|Ascomycota,21D61@147550|Sordariomycetes,3TRE2@5125|Hypocreales,1FXF7@110618|Nectriaceae	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IHQ71_RS26920	1144310.PMI07_003915	6.28e-24	91.3	COG3847@1|root,COG3847@2|Bacteria,1NGVU@1224|Proteobacteria,2UJE8@28211|Alphaproteobacteria,4BGUV@82115|Rhizobiaceae	28211|Alphaproteobacteria	U	Flp pilus assembly protein, pilin Flp	pilA	-	-	ko:K02651	ko04112,map04112	-	-	-	ko00000,ko00001,ko02035,ko02044	-	-	-	Flp_Fap	COG3847
K6301_RS24325	266834.SMc03761	0.0	3031.0	COG1201@1|root,COG1205@1|root,COG1201@2|Bacteria,COG1205@2|Bacteria,1MVGH@1224|Proteobacteria,2U1X5@28211|Alphaproteobacteria,4BF3H@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	Domain of unknown function (DUF1998)	-	-	-	ko:K06877	-	-	-	-	ko00000	-	-	-	DEAD,DUF1998,Helicase_C	COG1201
PNK_RS05465	1444711.CCJF01000005_gene1519	5.49e-197	545.0	COG3637@1|root,COG3637@2|Bacteria,2JG9W@204428|Chlamydiae	204428|Chlamydiae	M	Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety	-	-	-	-	-	-	-	-	-	-	-	-	-	COG3637
PNK_RS11740	1444711.CCJF01000005_gene364	0.0	882.0	COG2067@1|root,COG2067@2|Bacteria,2JGGC@204428|Chlamydiae	204428|Chlamydiae	I	Outer membrane protein transport protein (OMPP1/FadL/TodX)	-	-	-	ko:K06076	-	-	-	-	ko00000,ko02000	1.B.9	-	-	Toluene_X	COG2067
NCS57_01392900	140110.NechaP97645	0.0	917.0	KOG0254@1|root,KOG0254@2759|Eukaryota,38BTE@33154|Opisthokonta,3NUAW@4751|Fungi,3QR9T@4890|Ascomycota,215E9@147550|Sordariomycetes,3TCZR@5125|Hypocreales,1FWUR@110618|Nectriaceae	4751|Fungi	U	Major Facilitator Superfamily	-	-	-	ko:K22134	-	-	-	-	ko00000,ko02000	2.A.1.3	-	-	MFS_1	-
NCS57_01398100	140110.NechaP105674	5.87e-253	693.0	28K5W@1|root,2QSKG@2759|Eukaryota,39GXX@33154|Opisthokonta,3NUA9@4751|Fungi,3QP4V@4890|Ascomycota,21DXC@147550|Sordariomycetes,3TSDT@5125|Hypocreales,1FMZG@110618|Nectriaceae	4751|Fungi	S	Methyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_23	-
CFBP5477_RS13980	176299.Atu1020	3.0999999999999997e-220	613.0	COG3203@1|root,COG3203@2|Bacteria,1MXN6@1224|Proteobacteria,2TSH7@28211|Alphaproteobacteria,4B7VS@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Forms passive diffusion pores that allow small molecular weight hydrophilic materials across the outer membrane	ropAch1	-	-	-	-	-	-	-	-	-	-	-	Porin_2	COG3203
JDW18_RS00280	688245.CtCNB1_0001	2.66e-316	864.0	COG0593@1|root,COG0593@2|Bacteria,1MU5H@1224|Proteobacteria,2VHH0@28216|Betaproteobacteria,4AAHN@80864|Comamonadaceae	28216|Betaproteobacteria	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	-	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N	COG0593
WM46_RS18740	500640.CIT292_08849	7.12e-44	144.0	COG3668@1|root,COG3668@2|Bacteria,1QNA2@1224|Proteobacteria,1TKTA@1236|Gammaproteobacteria,3WYYG@544|Citrobacter	1236|Gammaproteobacteria	S	ParE toxin of type II toxin-antitoxin system, parDE	-	-	-	-	-	-	-	-	-	-	-	-	ParE_toxin	COG3668
KOL96_RS00005	402626.Rpic_4444	0.0	934.0	COG1674@1|root,COG1674@2|Bacteria,1MVPI@1224|Proteobacteria,2VHJV@28216|Betaproteobacteria,1K10V@119060|Burkholderiaceae	28216|Betaproteobacteria	D	Belongs to the FtsK SpoIIIE SftA family	ftsK	-	-	ko:K03466	-	-	-	-	ko00000,ko03036	3.A.12	-	-	FtsK_4TM,FtsK_SpoIIIE,Ftsk_gamma	COG1674
ISN39_RS09990	1038862.KB893843_gene453	0.0	981.0	COG2114@1|root,COG3899@1|root,COG2114@2|Bacteria,COG3899@2|Bacteria,1MUDT@1224|Proteobacteria,2TQVN@28211|Alphaproteobacteria,3JTQ7@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	Adenylate and Guanylate cyclase catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_16,DZR,Guanylate_cyc,SAM_1	COG2114
I6I62_RS00005	445974.CLORAM_01750	0.0	4280.0	COG1472@1|root,COG5520@1|root,COG1472@2|Bacteria,COG5520@2|Bacteria,1TP0T@1239|Firmicutes,3VUEF@526524|Erysipelotrichia	526524|Erysipelotrichia	M	Glycosyl hydrolase family 30 TIM-barrel domain	-	-	-	-	-	-	-	-	-	-	-	-	CBM_6,Glyco_hydro_3,Glyco_hydro_30,Glyco_hydro_3_C	COG1472
Daudx_RS08830	477974.Daud_1816	0.0	1028.0	2C5KQ@1|root,32RFU@2|Bacteria,1V9IS@1239|Firmicutes,24KUF@186801|Clostridia,263AT@186807|Peptococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BHQ29_RS12375	1390370.O203_17065	6.19e-239	657.0	COG0657@1|root,COG0657@2|Bacteria,1NEXK@1224|Proteobacteria,1RNNH@1236|Gammaproteobacteria,1YD28@136841|Pseudomonas aeruginosa group	1236|Gammaproteobacteria	I	alpha/beta hydrolase fold	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_3	COG0657
QET93_RS12435	349741.Amuc_0502	1.1600000000000001e-167	479.0	COG4299@1|root,COG4299@2|Bacteria,46S60@74201|Verrucomicrobia,2IUUP@203494|Verrucomicrobiae	203494|Verrucomicrobiae	S	COGs COG4299 conserved	-	-	-	-	-	-	-	-	-	-	-	-	-	COG4299
TDEL_0D05060	4950.XP_003681301.1	1.57e-196	545.0	COG0103@1|root,KOG1697@2759|Eukaryota,39SD3@33154|Opisthokonta,3NYDK@4751|Fungi,3QNCY@4890|Ascomycota,3RU25@4891|Saccharomycetes,3RY4P@4893|Saccharomycetaceae	4751|Fungi	J	Belongs to the universal ribosomal protein uS9 family	MRPS9	GO:0000313,GO:0000314,GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005763,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0030490,GO:0031974,GO:0032543,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0098798,GO:0140053,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02996	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S9	COG0103
CLOCL_RS15925	720554.Clocl_3253	0.0	1486.0	COG4733@1|root,COG4733@2|Bacteria,1UZXB@1239|Firmicutes,24AGG@186801|Clostridia,3WHNI@541000|Ruminococcaceae	186801|Clostridia	G	hydrolase family 9	-	-	-	-	-	-	-	-	-	-	-	-	CBM_3,Dockerin_1,Glyco_hydro_9	COG4733
CLOCL_RS23570	720554.Clocl_3304	0.0	1571.0	COG1361@1|root,COG3266@1|root,COG1361@2|Bacteria,COG3266@2|Bacteria	2|Bacteria	GM	domain, Protein	-	GO:0005575,GO:0005623,GO:0030115,GO:0030312,GO:0044464,GO:0071944	2.7.11.1	ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	Cohesin,SLH	COG1361
HCG51_RS32150	1337936.IJ00_02565	0.0	1098.0	COG3210@1|root,COG3210@2|Bacteria,1GJA2@1117|Cyanobacteria,1HR9Y@1161|Nostocales	1117|Cyanobacteria	U	haemagglutination activity domain	-	-	-	-	-	-	-	-	-	-	-	-	Haemagg_act	COG3210
HCG51_RS00005	118168.MC7420_6744	1.0299999999999999e-92	290.0	COG0642@1|root,COG2205@2|Bacteria,1FZVR@1117|Cyanobacteria,1H8C7@1150|Oscillatoriales	1117|Cyanobacteria	T	Histidine kinase-, DNA gyrase B-, and HSP90-like	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA,Response_reg	COG0642
IEW49_RS08415	161528.ED21_23956	0.0	920.0	COG2978@1|root,COG2978@2|Bacteria,1MUJ1@1224|Proteobacteria,2U1AP@28211|Alphaproteobacteria,2K8GQ@204457|Sphingomonadales	204457|Sphingomonadales	H	AbgT putative transporter family	-	-	-	ko:K12942	-	-	-	-	ko00000	-	-	-	ABG_transport	COG2978
J5M87_RS06145	1123318.KB904629_gene2150	0.0	1292.0	COG1766@1|root,COG3087@1|root,COG1766@2|Bacteria,COG3087@2|Bacteria	2|Bacteria	D	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	fliF	-	2.1.1.72,2.7.7.7	ko:K02343,ko:K02409,ko:K02410,ko:K03427,ko:K03642,ko:K13733,ko:K14195	ko00230,ko00240,ko01100,ko02030,ko02040,ko03030,ko03430,ko03440,ko05100,ko05150,map00230,map00240,map01100,map02030,map02040,map03030,map03430,map03440,map05100,map05150	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko02035,ko02044,ko02048,ko03032,ko03400	3.A.6.2,3.A.6.3	-	-	Gram_pos_anchor,MucBP,NYN,SPOR,YSIRK_signal,YscJ_FliF	COG1766
LJN55_RS00005	1267600.JFGT01000004_gene3429	1.99e-244	681.0	COG0593@1|root,COG0593@2|Bacteria,1MU5H@1224|Proteobacteria,1RNHP@1236|Gammaproteobacteria,3VXUJ@53335|Pantoea	1236|Gammaproteobacteria	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006275,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010556,GO:0016020,GO:0017076,GO:0019219,GO:0019222,GO:0030554,GO:0031323,GO:0031326,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051052,GO:0051171,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901576,GO:1990837,GO:2000112	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N	COG0593
D4L85_RS00005	1120968.AUBX01000016_gene1662	1.27e-14	70.1	COG0666@1|root,COG0666@2|Bacteria,4NPMU@976|Bacteroidetes,47XI7@768503|Cytophagia	976|Bacteroidetes	S	Ankyrin repeat	-	-	-	-	-	-	-	-	-	-	-	-	Ank_2,Ank_4,Ank_5	COG0666
D4L85_RS20850	504472.Slin_0663	4.4e-87	275.0	COG0628@1|root,COG0628@2|Bacteria,4NFHZ@976|Bacteroidetes,47KDN@768503|Cytophagia	976|Bacteroidetes	S	AI-2E family transporter	-	-	-	-	-	-	-	-	-	-	-	-	AI-2E_transport	COG0628
OZP12_RS00005	679191.HMPREF9018_0860	1.3200000000000001e-58	211.0	COG1479@1|root,COG1479@2|Bacteria,4NE8H@976|Bacteroidetes,2G2ES@200643|Bacteroidia	976|Bacteroidetes	S	Protein of unknown function (DUF1524)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1524,DUF262	COG1479
EJ378_RS05830	1118054.CAGW01000062_gene2235	4.6e-235	688.0	COG1512@1|root,COG4477@1|root,COG1512@2|Bacteria,COG4477@2|Bacteria,1TQR7@1239|Firmicutes,4HA15@91061|Bacilli,272ES@186822|Paenibacillaceae	91061|Bacilli	D	Septation ring formation regulator, EzrA	ezrA	GO:0000278,GO:0000281,GO:0000910,GO:0000917,GO:0000918,GO:0000921,GO:0005575,GO:0005623,GO:0005886,GO:0006996,GO:0007010,GO:0007049,GO:0008150,GO:0009987,GO:0016020,GO:0016043,GO:0022402,GO:0022607,GO:0031106,GO:0032185,GO:0032506,GO:0034622,GO:0043933,GO:0044085,GO:0044464,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051301,GO:0051302,GO:0051781,GO:0061640,GO:0065003,GO:0065007,GO:0070925,GO:0071840,GO:0071944,GO:0090529,GO:1902410,GO:1903047	-	ko:K06286	-	-	-	-	ko00000,ko03036	-	-	-	EzrA	COG1512
EBS_RS02460	2340.JV46_19210	0.0	929.0	COG3605@1|root,COG3605@2|Bacteria,1QTTV@1224|Proteobacteria,1T1H2@1236|Gammaproteobacteria,1J4VF@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	T	Belongs to the PEP-utilizing enzyme family	ptsP	GO:0003674,GO:0003824,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008965,GO:0009987,GO:0010033,GO:0010243,GO:0016310,GO:0016740,GO:0016772,GO:0016775,GO:0019538,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0050896,GO:0071704,GO:1901564,GO:1901698	2.7.3.9	ko:K08483,ko:K08484	ko02060,map02060	-	-	-	ko00000,ko00001,ko01000,ko02000	8.A.7	-	-	GAF,GAF_2,PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C	COG3605
ISOP_RS00350	575540.Isop_0067	0.0	1023.0	COG2730@1|root,COG2730@2|Bacteria,2IZBB@203682|Planctomycetes	203682|Planctomycetes	G	Protein of unknown function (DUF4038)	-	-	-	-	-	-	-	-	-	-	-	-	Collagen_bind_2,DUF4038,DUF5060	COG2730
ISOP_RS01410	575540.Isop_0262	0.0	1989.0	2A5F7@1|root,30U55@2|Bacteria,2J249@203682|Planctomycetes	203682|Planctomycetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ISOP_RS02200	575540.Isop_0415	0.0	1520.0	COG2304@1|root,COG5426@1|root,COG2304@2|Bacteria,COG5426@2|Bacteria,2IWXS@203682|Planctomycetes	203682|Planctomycetes	S	von Willebrand factor (vWF) type A domain	-	-	-	-	-	-	-	-	-	-	-	-	GATase1_like	COG2304
ISOP_RS20610	575540.Isop_1154	0.0	2783.0	COG2202@1|root,COG3290@1|root,COG3920@1|root,COG4251@1|root,COG2202@2|Bacteria,COG3290@2|Bacteria,COG3920@2|Bacteria,COG4251@2|Bacteria,2J55I@203682|Planctomycetes	2|Bacteria	T	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	-	-	-	-	-	-	-	-	-	-	-	-	GAF,GAF_2,GGDEF,HATPase_c,HisKA,HisKA_2,HisKA_3,PAS,PAS_2,PAS_3,PAS_4,PAS_8,PAS_9,PHY,Response_reg,dCache_1,dCache_3	COG2202
ISOP_RS07045	575540.Isop_1324	0.0	1825.0	COG1002@1|root,COG1002@2|Bacteria,2J0CD@203682|Planctomycetes	203682|Planctomycetes	L	Pfam:Methyltransf_26	-	-	-	-	-	-	-	-	-	-	-	-	-	COG1002
ISOP_RS13430	575540.Isop_2506	0.0	2649.0	28H8P@1|root,2Z7KH@2|Bacteria,2IYE8@203682|Planctomycetes	203682|Planctomycetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ISOP_RS15095	575540.Isop_2825	0.0	1051.0	COG4970@1|root,COG4970@2|Bacteria,2J1CH@203682|Planctomycetes	203682|Planctomycetes	NU	TIGRFAM prepilin-type N-terminal cleavage methylation domain	-	-	-	-	-	-	-	-	-	-	-	-	N_methyl	COG4970
ISOP_RS18170	575540.Isop_3404	0.0	2907.0	COG1404@1|root,COG1404@2|Bacteria,2J1XD@203682|Planctomycetes	203682|Planctomycetes	O	Belongs to the peptidase S8 family	-	-	-	-	-	-	-	-	-	-	-	-	-	COG1404
ISOP_RS21540	575540.Isop_3674	0.0	1060.0	COG0265@1|root,COG0265@2|Bacteria,2IYMV@203682|Planctomycetes	203682|Planctomycetes	O	typically periplasmic contain C-terminal PDZ domain	-	-	3.4.21.107	ko:K04771	ko01503,ko02020,map01503,map02020	M00728	-	-	ko00000,ko00001,ko00002,ko01000,ko01002,ko03110	-	-	-	PDZ_2,Trypsin_2	COG0265
RhiXN_05000	984962.XP_009548727.1	1.42e-115	372.0	2A7D3@1|root,2RYE1@2759|Eukaryota,3A0JD@33154|Opisthokonta,3P1T4@4751|Fungi,3V0C7@5204|Basidiomycota,225K3@155619|Agaricomycetes,3H1UZ@355688|Agaricomycetes incertae sedis	4751|Fungi	K	Fungal specific transcription factor domain	-	-	-	-	-	-	-	-	-	-	-	-	Fungal_trans,Zn_clus	-
RhiXN_05013	40483.S8EY99	0.0	1139.0	KOG1703@1|root,KOG2710@1|root,KOG1703@2759|Eukaryota,KOG2710@2759|Eukaryota,38H3P@33154|Opisthokonta,3NUWC@4751|Fungi,3UZY4@5204|Basidiomycota,228E6@155619|Agaricomycetes,3H29W@355688|Agaricomycetes incertae sedis	4751|Fungi	T	Zinc-binding domain present in Lin-11, Isl-1, Mec-3.	rga1	GO:0000003,GO:0000131,GO:0000278,GO:0000281,GO:0000746,GO:0000747,GO:0000755,GO:0000910,GO:0000917,GO:0003674,GO:0005096,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005933,GO:0005934,GO:0005935,GO:0005937,GO:0006109,GO:0006996,GO:0007010,GO:0007049,GO:0008047,GO:0008150,GO:0008360,GO:0009272,GO:0009889,GO:0009966,GO:0009968,GO:0009987,GO:0010556,GO:0010646,GO:0010648,GO:0010675,GO:0010962,GO:0010981,GO:0016043,GO:0019222,GO:0019953,GO:0022402,GO:0022413,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0023051,GO:0023057,GO:0030029,GO:0030036,GO:0030234,GO:0030427,GO:0030695,GO:0031323,GO:0031326,GO:0032505,GO:0032506,GO:0032881,GO:0032885,GO:0032950,GO:0032951,GO:0032952,GO:0032953,GO:0032995,GO:0035023,GO:0035024,GO:0042546,GO:0042995,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043255,GO:0043332,GO:0043547,GO:0044085,GO:0044087,GO:0044093,GO:0044424,GO:0044444,GO:0044463,GO:0044464,GO:0044703,GO:0044764,GO:0046578,GO:0046580,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0051056,GO:0051058,GO:0051128,GO:0051179,GO:0051286,GO:0051301,GO:0051336,GO:0051345,GO:0051641,GO:0051666,GO:0051704,GO:0060237,GO:0060255,GO:0060589,GO:0061640,GO:0065007,GO:0065008,GO:0065009,GO:0071554,GO:0071840,GO:0071852,GO:0080090,GO:0090036,GO:0090038,GO:0090334,GO:0090529,GO:0098772,GO:0120025,GO:0120038,GO:1902410,GO:1902531,GO:1902532,GO:1903047,GO:1903338,GO:2000112	-	-	-	-	-	-	-	-	-	-	LIM,RhoGAP	-
